Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
Pera Palas'ta Gece Yarısı: 1. Sezon: Mefkud,2022-03-27,True,Pera Palas'ta Gece Yarısı,Mefkud,1.0,2022.0,3.0,27.0,Sunday,True,"Drama, Mystery, Crime",2022.0,tr,18.228,7.621,16.0
Pera Palas'ta Gece Yarısı: 1. Sezon: Gizli,2022-03-16,True,Pera Palas'ta Gece Yarısı,Gizli,1.0,2022.0,3.0,16.0,Wednesday,False,"Drama, Mystery, Crime",2022.0,tr,18.228,7.621,16.0
Pera Palas'ta Gece Yarısı: 1. Sezon: Kökler,2022-03-14,True,Pera Palas'ta Gece Yarısı,Kökler,1.0,2022.0,3.0,14.0,Monday,False,"Drama, Mystery, Crime",2022.0,tr,18.228,7.621,16.0
The Legend of the Blue Sea: 1. Sezon: 1. Bölüm,2022-03-13,True,The Legend of the Blue Sea,1. Bölüm,1.0,2022.0,3.0,13.0,Sunday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
Kaçak Gelinler: 1. Bölüm,2022-03-13,True,Kaçak Gelinler,1. Bölüm,,2022.0,3.0,13.0,Sunday,True,Comedy,2014.0,tr,19.899,6.75,28.0
Brand New Cherry Flavor: Mini Dizi: İribaşlı Smoothie,2022-03-13,True,Brand New Cherry Flavor,İribaşlı Smoothie,,2022.0,3.0,13.0,Sunday,True,"Drama, Mystery, Sci-Fi & Fantasy",2021.0,en,16.208,7.01,8.0
Pera Palas'ta Gece Yarısı: 1. Sezon: Yolculuk,2022-03-10,True,Pera Palas'ta Gece Yarısı,Yolculuk,1.0,2022.0,3.0,10.0,Thursday,False,"Drama, Mystery, Crime",2022.0,tr,18.228,7.621,16.0
Weightlifting Fairy Kim Bok Joo: Mini Dizi: 1. Bölüm,2022-02-19,True,Weightlifting Fairy Kim Bok Joo,1. Bölüm,,2022.0,2.0,19.0,Saturday,True,"Comedy, Drama",2016.0,ko,140.235,8.6,16.0
I'm not a robot: 1. Bölüm,2022-02-10,True,I'm not a robot,1. Bölüm,,2022.0,2.0,10.0,Thursday,False,"Comedy, Sci-Fi & Fantasy, Drama",2017.0,ko,322.771,8.317,34.0
Senden Önce Ben,2022-02-07,False,Senden Önce Ben,,,2022.0,2.0,7.0,Monday,False,"Drama, Romance",2016.0,en,97.916,7.9,
Harry Potter ve Ölüm Yadigarları: Bölüm 2,2022-02-06,True,Harry Potter ve Ölüm Yadigarları,Bölüm 2,,2022.0,2.0,6.0,Sunday,True,,,,,,
Tinder Avcısı,2022-02-05,False,Tinder Avcısı,,,2022.0,2.0,5.0,Saturday,True,"Documentary, Crime",2022.0,en,11.283,7.0,
Harry Potter ve Ölüm Yadigarları: Bölüm 1,2022-02-05,True,Harry Potter ve Ölüm Yadigarları,Bölüm 1,,2022.0,2.0,5.0,Saturday,True,,,,,,
Harry Potter ve Melez Prens,2022-02-03,False,Harry Potter ve Melez Prens,,,2022.0,2.0,3.0,Thursday,False,"Adventure, Fantasy",2009.0,en,129.496,7.688,
Harry Potter ve Zümrüdüanka Yoldaşlığı,2022-01-28,False,Harry Potter ve Zümrüdüanka Yoldaşlığı,,,2022.0,1.0,28.0,Friday,False,"Adventure, Fantasy",2007.0,en,132.399,7.677,
