Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
SIR,2021-09-12,False,SIR,,,2021.0,9.0,12.0,Sunday,True,Drama,2015.0,en,0.113,0.0,
Alacakaranlık Efsanesi: Şafak Vakti Bölüm 2,2021-09-11,True,Alacakaranlık Efsanesi,Şafak Vakti Bölüm 2,,2021.0,9.0,11.0,Saturday,True,,,,,,
Alacakaranlık Efsanesi: Şafak Vakti Bölüm 1,2021-09-11,True,Alacakaranlık Efsanesi,Şafak Vakti Bölüm 1,,2021.0,9.0,11.0,Saturday,True,,,,,,
Alacakaranlık Efsanesi Tutulma,2021-09-08,False,Alacakaranlık Efsanesi Tutulma,,,2021.0,9.0,8.0,Wednesday,False,"Adventure, Fantasy, Drama, Romance",2010.0,en,71.551,6.207,
Alacakaranlık Efsanesi Yeni Ay,2021-09-07,False,Alacakaranlık Efsanesi Yeni Ay,,,2021.0,9.0,7.0,Tuesday,False,"Adventure, Fantasy, Drama, Romance",2009.0,en,64.017,5.996,
Alacakaranlık,2021-09-07,False,Alacakaranlık,,,2021.0,9.0,7.0,Tuesday,False,"Horror, Thriller",2016.0,tr,0.116,1.3,
HOMECOMING: A film by Beyoncé,2021-08-27,True,HOMECOMING,A film by Beyoncé,,2021.0,8.0,27.0,Friday,False,Drama,2018.0,en,138.408,7.0,17.0
Bize Çıkan Yollar: Dash,2021-08-24,True,Bize Çıkan Yollar,Dash,,2021.0,8.0,24.0,Tuesday,False,"Comedy, Drama",2020.0,en,34.357,7.862,8.0
Outer Banks: 1. Sezon: Pilot Bölüm,2021-08-20,True,Outer Banks,Pilot Bölüm,1.0,2021.0,8.0,20.0,Friday,False,"Action & Adventure, Drama, Mystery",2020.0,en,297.366,8.392,40.0
Kuroko'nun Basketbolu: 2. Sezon: 26. Bölüm,2021-08-18,True,Kuroko'nun Basketbolu,26. Bölüm,2.0,2021.0,8.0,18.0,Wednesday,False,,,,,,
It's Okay to Not Be Okay: Gerçek Yüzün Arayışı,2021-07-22,True,It's Okay to Not Be Okay,Gerçek Yüzün Arayışı,,2021.0,7.0,22.0,Thursday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: İki Erkek Kardeşin Hikâyesi,2021-07-20,True,It's Okay to Not Be Okay,İki Erkek Kardeşin Hikâyesi,,2021.0,7.0,20.0,Tuesday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
Young Royals: 1. Sezon: 6. Bölüm,2021-07-18,True,Young Royals,6. Bölüm,1.0,2021.0,7.0,18.0,Sunday,True,Drama,2021.0,sv,62.624,8.534,18.0
Young Royals: 1. Sezon: 5. Bölüm,2021-07-18,True,Young Royals,5. Bölüm,1.0,2021.0,7.0,18.0,Sunday,True,Drama,2021.0,sv,62.624,8.534,18.0
Young Royals: 1. Sezon: 4. Bölüm,2021-07-18,True,Young Royals,4. Bölüm,1.0,2021.0,7.0,18.0,Sunday,True,Drama,2021.0,sv,62.624,8.534,18.0
Young Royals: 1. Sezon: 3. Bölüm,2021-07-18,True,Young Royals,3. Bölüm,1.0,2021.0,7.0,18.0,Sunday,True,Drama,2021.0,sv,62.624,8.534,18.0
Young Royals: 1. Sezon: 2. Bölüm,2021-07-17,True,Young Royals,2. Bölüm,1.0,2021.0,7.0,17.0,Saturday,True,Drama,2021.0,sv,62.624,8.534,18.0
Young Royals: 1. Sezon: 1. Bölüm,2021-07-17,True,Young Royals,1. Bölüm,1.0,2021.0,7.0,17.0,Saturday,True,Drama,2021.0,sv,62.624,8.534,18.0
It's Okay to Not Be Okay: İki Kız Kardeşin Babası,2021-07-17,True,It's Okay to Not Be Okay,İki Kız Kardeşin Babası,,2021.0,7.0,17.0,Saturday,True,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Romeo ve Juliet,2021-07-12,True,It's Okay to Not Be Okay,Romeo ve Juliet,,2021.0,7.0,12.0,Monday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Çirkin Ördek Yavrusu,2021-07-09,True,It's Okay to Not Be Okay,Çirkin Ördek Yavrusu,,2021.0,7.0,9.0,Friday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Yalancı Çoban,2021-07-05,True,It's Okay to Not Be Okay,Yalancı Çoban,,2021.0,7.0,5.0,Monday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Midas'ın Kulakları,2021-07-05,True,It's Okay to Not Be Okay,Midas'ın Kulakları,,2021.0,7.0,5.0,Monday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Güzel ve Çirkin,2021-07-04,True,It's Okay to Not Be Okay,Güzel ve Çirkin,,2021.0,7.0,4.0,Sunday,True,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Bahar Köpeği,2021-07-04,True,It's Okay to Not Be Okay,Bahar Köpeği,,2021.0,7.0,4.0,Sunday,True,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Mavi Sakal'ın Sırrı,2021-07-03,True,It's Okay to Not Be Okay,Mavi Sakal'ın Sırrı,,2021.0,7.0,3.0,Saturday,True,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Rapunzel ve Lanetli Şato,2021-07-02,True,It's Okay to Not Be Okay,Rapunzel ve Lanetli Şato,,2021.0,7.0,2.0,Friday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Zombi Çocuk,2021-07-01,True,It's Okay to Not Be Okay,Zombi Çocuk,,2021.0,7.0,1.0,Thursday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Uyuyan Cadı,2021-07-01,True,It's Okay to Not Be Okay,Uyuyan Cadı,,2021.0,7.0,1.0,Thursday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Kırmızı Ayakkabılı Kadın,2021-06-30,True,It's Okay to Not Be Okay,Kırmızı Ayakkabılı Kadın,,2021.0,6.0,30.0,Wednesday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
It's Okay to Not Be Okay: Kâbuslardan Beslenen Çocuk,2021-06-30,True,It's Okay to Not Be Okay,Kâbuslardan Beslenen Çocuk,,2021.0,6.0,30.0,Wednesday,False,"Drama, Comedy",2020.0,ko,191.53,8.6,16.0
Élite: 4. Sezon: Yeni Düzen,2021-06-27,True,Élite,Yeni Düzen,4.0,2021.0,6.0,27.0,Sunday,True,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Brokeback Dağı,2021-05-16,False,Brokeback Dağı,,,2021.0,5.0,16.0,Sunday,True,"Drama, Romance",2005.0,en,55.429,7.8,
Not Defteri,2021-05-12,False,Not Defteri,,,2021.0,5.0,12.0,Wednesday,False,"Romance, Drama",2004.0,en,113.875,7.891,
Friends: 3. Sezon: Futbol Maçı,2021-05-11,True,Friends,Futbol Maçı,3.0,2021.0,5.0,11.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Devasa Dürtme Aleti,2021-05-11,True,Friends,Devasa Dürtme Aleti,3.0,2021.0,5.0,11.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Yarış Arabalı Yatak,2021-05-11,True,Friends,Yarış Arabalı Yatak,3.0,2021.0,5.0,11.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Geçmişe Dönüş,2021-05-11,True,Friends,Geçmişe Dönüş,3.0,2021.0,5.0,11.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Frank Jr,2021-05-10,True,Friends,Frank Jr,3.0,2021.0,5.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Metaforik Tünel,2021-05-10,True,Friends,Metaforik Tünel,3.0,2021.0,5.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Reçel,2021-05-10,True,Friends,Reçel,3.0,2021.0,5.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Zamanla Yarış,2021-05-09,True,Friends,Zamanla Yarış,3.0,2021.0,5.0,9.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Prenses Leia Fantezisi,2021-05-09,True,Friends,Prenses Leia Fantezisi,3.0,2021.0,5.0,9.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Barry ve Mindy'nin Düğünü,2021-05-08,True,Friends,Barry ve Mindy'nin Düğünü,2.0,2021.0,5.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Suçiçeği,2021-05-08,True,Friends,Suçiçeği,2.0,2021.0,5.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: İki Parti,2021-05-08,True,Friends,İki Parti,2.0,2021.0,5.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Zorbalar,2021-05-07,True,Friends,Zorbalar,2.0,2021.0,5.0,7.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Dostum Yeller'ın Ölümü,2021-05-07,True,Friends,Dostum Yeller'ın Ölümü,2.0,2021.0,5.0,7.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Ev Krizi,2021-05-07,True,Friends,Ev Krizi,2.0,2021.0,5.0,7.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Aşk ve Gurur,2021-05-06,False,Aşk ve Gurur,,,2021.0,5.0,6.0,Thursday,False,"Drama, Romance",2005.0,en,80.806,8.1,
Friends: 2. Sezon: Dr. Ramoray'in Ölümü,2021-05-06,True,Friends,Dr. Ramoray'in Ölümü,2.0,2021.0,5.0,6.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Deadly Class: Kara Deliğin Çocukları,2021-05-06,True,Deadly Class,Kara Deliğin Çocukları,,2021.0,5.0,6.0,Thursday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Tecrit,2021-05-05,True,Deadly Class,Tecrit,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Zorlukları Aşmak,2021-05-05,True,Deadly Class,Zorlukları Aşmak,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Tehlikeli Sır,2021-05-05,True,Deadly Class,Tehlikeli Sır,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Asit Kralı,2021-05-05,True,Deadly Class,Asit Kralı,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Aynadaki İnsanlar,2021-05-05,True,Deadly Class,Aynadaki İnsanlar,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Acımasız Rekabet,2021-05-05,True,Deadly Class,Acımasız Rekabet,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Kuru Gürültü,2021-05-05,True,Deadly Class,Kuru Gürültü,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Deadly Class: Reagan Gençliği,2021-05-05,True,Deadly Class,Reagan Gençliği,,2021.0,5.0,5.0,Wednesday,False,"Drama, Crime, Action & Adventure",2019.0,en,43.626,7.46,10.0
Friends: 2. Sezon: Chandler'ın Yeni Ev Arkadaşı,2021-05-05,True,Friends,Chandler'ın Yeni Ev Arkadaşı,2.0,2021.0,5.0,5.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Navillera: 12. Bölüm,2021-05-05,True,Navillera,12. Bölüm,,2021.0,5.0,5.0,Wednesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 11. Bölüm,2021-05-05,True,Navillera,11. Bölüm,,2021.0,5.0,5.0,Wednesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 10. Bölüm,2021-05-05,True,Navillera,10. Bölüm,,2021.0,5.0,5.0,Wednesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 9. Bölüm,2021-05-05,True,Navillera,9. Bölüm,,2021.0,5.0,5.0,Wednesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 8. Bölüm,2021-05-04,True,Navillera,8. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 7. Bölüm,2021-05-04,True,Navillera,7. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 6. Bölüm,2021-05-04,True,Navillera,6. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 5. Bölüm,2021-05-04,True,Navillera,5. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 4. Bölüm,2021-05-04,True,Navillera,4. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 3. Bölüm,2021-05-04,True,Navillera,3. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 2. Bölüm,2021-05-04,True,Navillera,2. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Navillera: 1. Bölüm,2021-05-04,True,Navillera,1. Bölüm,,2021.0,5.0,4.0,Tuesday,False,Drama,2021.0,ko,32.53,8.6,12.0
Friends: 2. Sezon: Joey Evden Taşınıyor,2021-05-04,True,Friends,Joey Evden Taşınıyor,2.0,2021.0,5.0,4.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Sonunda Ross ve Rachel...,2021-05-03,True,Friends,Sonunda Ross ve Rachel...,2.0,2021.0,5.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Mezuniyet Balosu Videosu,2021-05-03,True,Friends,Mezuniyet Balosu Videosu,2.0,2021.0,5.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Super Bowl'dan Sonra: Kısım 2,2021-05-03,True,Friends,Kısım 2,2.0,2021.0,5.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Super Bowl'dan Sonra: Kısım 1,2021-05-03,True,Friends,Kısım 1,2.0,2021.0,5.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Lezbiyen Çiftin Düğünü,2021-05-03,True,Friends,Lezbiyen Çiftin Düğünü,2.0,2021.0,5.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Russ,2021-05-02,True,Friends,Russ,2.0,2021.0,5.0,2.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Unbelievable: Mini Dizi: 8. Bölüm,2021-05-01,True,Unbelievable,8. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 7. Bölüm,2021-05-01,True,Unbelievable,7. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 6. Bölüm,2021-05-01,True,Unbelievable,6. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 5. Bölüm,2021-05-01,True,Unbelievable,5. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 4. Bölüm,2021-05-01,True,Unbelievable,4. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 3. Bölüm,2021-05-01,True,Unbelievable,3. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 2. Bölüm,2021-05-01,True,Unbelievable,2. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Unbelievable: Mini Dizi: 1. Bölüm,2021-05-01,True,Unbelievable,1. Bölüm,,2021.0,5.0,1.0,Saturday,True,"Drama, Crime",2019.0,en,73.112,7.966,8.0
Friends: 2. Sezon: Phoebe'nin Babası,2021-05-01,True,Friends,Phoebe'nin Babası,2.0,2021.0,5.0,1.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Liste,2021-05-01,True,Friends,Liste,2.0,2021.0,5.0,1.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: İlanıaşk,2021-04-30,True,Friends,İlanıaşk,2.0,2021.0,4.0,30.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Otobüsteki Bebek,2021-04-30,True,Friends,Otobüsteki Bebek,2.0,2021.0,4.0,30.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Tempted: 1. Sezon: 16. Bölüm,2021-04-30,True,Tempted,16. Bölüm,1.0,2021.0,4.0,30.0,Friday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 15. Bölüm,2021-04-29,True,Tempted,15. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 14. Bölüm,2021-04-29,True,Tempted,14. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 13. Bölüm,2021-04-29,True,Tempted,13. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 12. Bölüm,2021-04-29,True,Tempted,12. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 11. Bölüm,2021-04-29,True,Tempted,11. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 10. Bölüm,2021-04-29,True,Tempted,10. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 9. Bölüm,2021-04-29,True,Tempted,9. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 8. Bölüm,2021-04-29,True,Tempted,8. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 7. Bölüm,2021-04-29,True,Tempted,7. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 6. Bölüm,2021-04-29,True,Tempted,6. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 5. Bölüm,2021-04-29,True,Tempted,5. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 4. Bölüm,2021-04-29,True,Tempted,4. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 3. Bölüm,2021-04-29,True,Tempted,3. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 2. Bölüm,2021-04-29,True,Tempted,2. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Tempted: 1. Sezon: 1. Bölüm,2021-04-29,True,Tempted,1. Bölüm,1.0,2021.0,4.0,29.0,Thursday,False,"Reality, Drama",2015.0,ro,71.45,7.8,143.0
Friends: 2. Sezon: Phoebe'nin Eşi,2021-04-29,True,Friends,Phoebe'nin Eşi,2.0,2021.0,4.0,29.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Heckles'ın Ölümü,2021-04-29,True,Friends,Heckles'ın Ölümü,2.0,2021.0,4.0,29.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Anne Sütü,2021-04-29,True,Friends,Anne Sütü,2.0,2021.0,4.0,29.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 2. Sezon: Ross'un Yeni Sevgilisi,2021-04-28,True,Friends,Ross'un Yeni Sevgilisi,2.0,2021.0,4.0,28.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Rachel Gerçeği Öğreniyor,2021-04-27,True,Friends,Rachel Gerçeği Öğreniyor,1.0,2021.0,4.0,27.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Doğum,2021-04-27,True,Friends,Doğum,1.0,2021.0,4.0,27.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Berbat Bir Durum,2021-04-26,True,Friends,Berbat Bir Durum,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Sahte Monica,2021-04-26,True,Friends,Sahte Monica,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Alçak Ortodontist,2021-04-26,True,Friends,Alçak Ortodontist,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Maymun Firarda,2021-04-26,True,Friends,Maymun Firarda,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Poker,2021-04-26,True,Friends,Poker,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: İki Kısımlı Hikâye: Kısım 2,2021-04-26,True,Friends,Kısım 2,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: İki Kısımlı Hikâye: Kısım 1,2021-04-26,True,Friends,Kısım 1,1.0,2021.0,4.0,26.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Bir Katilin İfadeleri: Ted Bundy: Mini Dizi: Ona Göz Kulak Olma Sırası Bende Değil,2021-04-25,True,Bir Katilin İfadeleri,Ona Göz Kulak Olma Sırası Bende Değil,,2021.0,4.0,25.0,Sunday,True,Documentary,2022.0,en,21.663,7.399,3.0
Bir Katilin İfadeleri: Ted Bundy: Mini Dizi: Bizden Biri,2021-04-25,True,Bir Katilin İfadeleri,Bizden Biri,,2021.0,4.0,25.0,Sunday,True,Documentary,2022.0,en,21.663,7.399,3.0
Friends: 1. Sezon: Adamın Kafası Güzel,2021-04-25,True,Friends,Adamın Kafası Güzel,1.0,2021.0,4.0,25.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Bir Katilin İfadeleri: Ted Bundy: Mini Dizi: Yakışıklı Şeytan,2021-04-24,True,Bir Katilin İfadeleri,Yakışıklı Şeytan,,2021.0,4.0,24.0,Saturday,True,Documentary,2022.0,en,21.663,7.399,3.0
Friends: 1. Sezon: Şeker Kalpler,2021-04-24,True,Friends,Şeker Kalpler,1.0,2021.0,4.0,24.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Memeler,2021-04-23,True,Friends,Memeler,1.0,2021.0,4.0,23.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Bir Düzine Lazanya,2021-04-22,True,Friends,Bir Düzine Lazanya,1.0,2021.0,4.0,22.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Bayan Bing,2021-04-21,True,Friends,Bayan Bing,1.0,2021.0,4.0,21.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Maymun,2021-04-21,True,Friends,Maymun,1.0,2021.0,4.0,21.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Underdog Kaçıyor,2021-04-20,True,Friends,Underdog Kaçıyor,1.0,2021.0,4.0,20.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 1. Sezon: Büyükanne İki Kez Ölüyor,2021-04-20,True,Friends,Büyükanne İki Kez Ölüyor,1.0,2021.0,4.0,20.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Delidolu 2,2021-04-19,False,Delidolu 2,,,2021.0,4.0,19.0,Monday,False,"Comedy, Romance",2020.0,en,34.858,7.6,
Arkadaştan Öte,2021-04-15,False,Arkadaştan Öte,,,2021.0,4.0,15.0,Thursday,False,"Romance, Comedy",2011.0,en,41.103,6.656,
Kedilere Bulaşmayın: İnternette Katil Avı: Mini Dizi: Ağ Daralıyor,2021-04-08,True,Kedilere Bulaşmayın,Ağ Daralıyor,,2021.0,4.0,8.0,Thursday,False,,,,,,
Kedilere Bulaşmayın: İnternette Katil Avı: Mini Dizi: Tıklanma İçin Öldürmek,2021-04-08,True,Kedilere Bulaşmayın,Tıklanma İçin Öldürmek,,2021.0,4.0,8.0,Thursday,False,,,,,,
Kedilere Bulaşmayın: İnternette Katil Avı: Mini Dizi: Kedi ve Fare,2021-04-07,True,Kedilere Bulaşmayın,Kedi ve Fare,,2021.0,4.0,7.0,Wednesday,False,,,,,,
Snowpiercer: 2. Sezon: İki Lokomotif Zamanı,2021-04-06,True,Snowpiercer,İki Lokomotif Zamanı,2.0,2021.0,4.0,6.0,Tuesday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: 994 Vagon Uzunluğunda,2021-04-05,True,Snowpiercer,994 Vagon Uzunluğunda,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Tren Kan İstedi,2021-04-05,True,Snowpiercer,Tren Kan İstedi,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Bunlar Onun Devrimleri,2021-04-05,True,Snowpiercer,Bunlar Onun Devrimleri,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
